1452;2029;817
1454;2031;811
1453;2034;816
1454;2029;819
1453;2026;808
1453;2029;801
1453;2026;811
1453;2032;816
1454;2031;821
1453;2031;824
1450;2035;821
1452;2031;827
1452;2034;818
1451;2031;821
1451;2034;821
1455;2030;823
1455;2033;805
1456;2030;819
1453;2031;815
1453;2033;805
1454;2030;823
1453;2031;819
1452;2029;827
1454;2031;815
1452;2026;826
1455;2027;827
1451;2029;833
1455;2025;824
1455;2029;823
1455;2031;826
1454;2031;819
1453;2031;813
1453;2031;813
1451;2031;822
1452;2037;812
1453;2031;819
1451;2048;824
1453;2033;819
1453;2031;831
1453;2034;839
1452;2034;843
1454;2031;831
1454;2030;827
1451;2031;822
1453;2028;823
1455;2030;834
1453;2025;824
1455;2029;823
1454;2031;819
1454;2028;825
1453;2029;822
1455;2034;833
1457;2032;841
1452;2031;834
1454;2035;829
1455;2031;830
1454;2033;828
1453;2037;837
1453;2030;830
1453;2030;834
1452;2034;823
1452;2031;835
1454;2030;831
1453;2031;826
1454;2028;836
1455;2024;837
1455;2026;843
1455;2031;840
1452;2033;833
1452;2031;845
1455;2034;831
1453;2033;831
1453;2033;826
1454;2048;822
1453;2034;825
1453;2031;834
1451;2032;821
1451;2030;829
1453;2031;839
1453;2031;844
1454;2031;848
1453;2031;841
1455;2029;844
1454;2030;833
1454;2029;839
1452;2031;838
1453;2031;838
1453;2031;824
1455;2034;815
1454;2034;828
1453;2029;833
1452;2032;834
1452;2028;827
1453;2033;839
1454;2037;829
1455;2031;828
1453;2035;829
1455;2031;830
1452;2030;826
1453;2033;823
1454;2031;830
1454;2033;817
1456;2031;824
1455;2033;812
1455;2027;833
1453;2028;827
1453;2030;826
1455;2028;827
1454;2027;830
1455;2027;823
1450;2028;829
1455;2034;823
1451;2031;817
1455;2031;819
1452;2022;818
1455;2032;813
1452;2031;814
1451;2029;813
1454;2034;828
1451;2031;813
1455;2032;817
1454;2031;823
1454;2031;831
1451;2026;823
1453;2027;831
1453;2030;824
1453;2030;821
1453;2028;822
1455;2033;812
1452;2031;810
1452;2030;819
1454;2029;816
1454;2028;811
1455;2031;818
1453;2033;815
1453;2033;827
1454;2031;820
1454;2033;835
1453;2032;833
1453;2031;832
1456;2031;831
1455;2029;819
1456;2031;830
1455;2027;832
1454;2029;829
1453;2031;820
1454;2031;820
1454;2026;820
1454;2026;823
1453;2029;825
1452;2030;836
1454;2034;826
1453;2031;837
1455;2034;840
1452;2034;850
1453;2031;843
1455;2035;839
1454;2031;835
1453;2029;847
1453;2033;833
1454;2031;826
1456;2031;829
1454;2030;823
1455;2027;835
1455;2026;833
1455;2030;840
1453;2029;841
1450;2031;835
1453;2031;827
1451;2027;842
1453;2031;839
1455;2036;834
1454;2032;827
1453;2033;826
1453;2038;823
1459;2031;825
1454;2033;822
1451;2033;833
1453;2034;839
1452;2034;853
1454;2031;831
1454;2035;845
1454;2026;837
1461;2029;836
1454;2026;834
1452;2029;824
1453;2027;830
1453;2031;824
1453;2029;815
1454;2031;818
1455;2020;828
1455;2034;831
1455;2031;811
1456;2033;814
1452;2032;823
1453;2031;831
1453;2034;835
1453;2034;826
1453;2033;832
1455;2031;826
1454;2031;824
1453;2030;816
1454;2031;808
1455;2028;815
1453;2029;817
1453;2030;810
1456;2027;811
1451;2026;816
1453;2020;817
1452;2030;819
1453;2027;830
1455;2031;828
1454;2029;812
1452;2034;813
1453;2031;815
1455;2032;809
1454;2034;809
1454;2031;813
1453;2033;810
1450;2031;818
1454;2032;820
1456;2030;830
1455;2031;825
1453;2031;826
1437;2031;828
1454;2033;826
1455;2029;829
1454;2029;821
1454;2027;811
1456;2031;821
1455;2033;818
1455;2031;814
1455;2029;823
1453;2031;813
1453;2029;827
1454;2035;833
1452;2034;825
1454;2034;835
1454;2033;844
1455;2031;844
1454;2033;840
1454;2033;843
1451;2031;835
1453;2029;835
1453;2031;841
1453;2029;825
1454;2029;823
1453;2027;821
1454;2029;828
1454;2029;827
1453;2031;836
1453;2031;838
1454;2031;839
1454;2031;834
1453;2034;843
1453;2030;846
1451;2031;833
1453;2030;839
1455;2039;835
1453;2031;832
1452;2031;827
1455;2030;827
1453;2031;841
1453;2033;849
1456;2027;843
1455;2029;842
1453;2029;851
1453;2027;836
1455;2027;842
1454;2030;843
1455;2031;834
1455;2031;834
1455;2036;830
1456;2031;827
1455;2030;823
1453;2037;835
1455;2029;832
1456;2033;833
1453;2035;823
1452;2031;823
1455;2030;835
1453;2031;835
1454;2029;839
1454;2031;833
1454;2030;823
1455;2029;825
1454;2031;832
1455;2031;821
1455;2026;812
1455;2031;815
1455;2032;810
1455;2028;819
1451;2030;813
1454;2029;817
1455;2034;816
1455;2030;822
1454;2030;825
1453;2033;827
1455;2037;830
1454;2033;832
1452;2033;825
1453;2031;825
1455;2031;819
1454;2031;821
1454;2029;824
1455;2028;814
1452;2029;814
1459;2031;825
1455;2026;819
