2002;2048;1986
2001;2048;2007
2002;2048;1997
2001;2048;1994
2001;2048;1993
1999;2048;1984
2002;2050;1970
1999;2048;2003
2002;2050;1990
2001;2039;1987
2002;2048;1952
2001;2036;1997
2002;2048;1985
1998;2048;1992
2002;2041;2022
2000;2048;2004
2000;2039;1995
2000;2051;1978
1999;2039;1994
1999;2051;1954
1997;2049;1967
2001;2048;1971
1998;2038;1982
2001;2048;1993
2001;2048;2007
2000;2048;1993
2001;2048;1990
2001;2048;2035
2001;2048;2055
2001;2036;2065
2001;2048;2018
2001;2035;1960
1996;2048;1996
2000;2048;2000
2002;2048;1995
2002;2048;1991
1998;2038;1961
2001;2048;2009
2002;2048;1983
2001;2049;2012
2002;2048;2015
2002;2048;1995
2000;2048;2007
2000;2048;2007
2001;2048;2048
1999;2048;1999
2002;2055;2006
2001;2038;2018
2000;2048;1982
2001;2036;2001
1999;2073;1975
2001;2038;1971
2000;2041;1994
2002;2048;2015
1999;2048;2029
2003;2048;2007
1999;2039;2006
2000;2048;2038
1999;2048;1995
2000;2049;2011
2001;2049;2015
1998;2052;1973
2001;2048;2005
1999;2048;2017
2001;2048;2007
2002;2048;1989
2000;2054;2017
2001;2048;2023
1999;2048;2058
2000;2036;2078
1999;2048;2067
2001;2039;2071
2001;2048;2020
2001;2031;2005
2001;2048;2003
2002;2048;2018
1999;2041;1979
2000;2052;2021
2001;2050;2012
2001;2048;2027
2001;2048;2059
2001;2049;2051
1999;2048;2035
1999;2048;2015
2001;2048;2027
2001;2037;2048
1999;2052;2023
1999;2049;1997
1999;2039;2080
2001;2036;2071
1999;2048;1975
2001;2041;1992
1999;2048;2038
1999;2048;2058
2002;2048;2036
2000;2048;2031
2001;2037;2011
2000;2048;2050
2000;2049;2067
1999;2049;2051
1999;2048;1997
1999;2048;2021
2000;2048;2020
2001;2048;1988
2001;2048;2036
2000;2048;2024
1997;2053;2026
2001;2048;2036
2001;2048;2017
2001;2039;2022
2000;2048;2028
1999;2048;2031
2000;2048;2023
1999;2048;2048
1999;2048;2004
2004;2048;1999
1999;2035;2007
2001;2048;1980
2001;2048;1987
1999;2049;2023
1994;2050;2048
1999;2041;1961
1999;2052;2015
1999;2048;2070
2001;2041;1998
1999;2048;2012
1999;2059;2008
1999;2048;2010
1999;2048;2012
1999;2037;2026
1999;2037;1972
2001;2041;2022
2000;2041;1997
2003;2035;1965
2000;2048;2012
1999;2017;2048
2000;2027;1961
1999;2048;1991
1999;2048;1959
1999;2048;2048
1999;2048;2010
1998;2048;1980
1999;2039;2003
1999;2039;1983
2001;2035;1993
1999;2041;1993
2002;2052;1969
1999;2038;1961
1998;2035;2013
1999;2036;2006
1998;2040;1980
1999;2037;1998
1999;2036;1985
1998;2048;1971
1999;2039;1972
1996;2039;1998
1998;2029;2005
1999;2037;1973
1997;2048;1949
1999;2048;1979
1997;2048;2022
1998;2039;2014
1994;2041;1994
1999;2041;1992
1999;2041;1998
1999;2048;1973
1999;2054;1951
1998;2048;1999
1998;2039;1999
1997;2031;1991
1997;2048;1972
2001;2039;1987
1999;2048;1975
1998;2048;1978
1998;2039;1981
1999;2040;1991
1998;2030;2012
1998;2039;2015
1997;2041;1983
1997;2050;2050
1993;2041;2007
1997;2048;1962
1999;2048;1999
1999;2038;1969
1999;2048;1999
1998;2039;1997
1998;2052;1961
1998;2039;2022
1997;2041;2002
2003;2035;2026
1997;2041;2015
1999;2039;1947
1999;2039;1994
1997;2048;1987
1998;2034;1984
1999;2048;1976
1998;2025;1995
1997;2037;2002
1997;2039;1972
1998;2053;2023
1997;2048;2007
1999;2048;2027
1999;2040;1997
1998;2048;2017
1998;2048;2014
1997;2041;2004
1997;2053;1992
1998;2048;2003
1998;2048;2006
1997;2031;2029
1997;2041;1970
1999;2039;1995
1998;2038;2019
1999;2039;1995
1999;2040;2011
1999;2039;1983
1998;2035;2061
1998;2048;2049
1998;2048;2011
1998;2051;2033
1997;2039;1966
1998;2048;1985
1999;2041;2022
1998;2048;2013
1998;2048;1993
1997;2048;1999
